location_id,date,version_name,location_name,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,reff_mean,reff_lower,reff_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,cumulative_deaths,daily_deaths,cumulative_cases,cumulative_hospitalizations,cumulative_deaths_unscaled,daily_deaths_unscaled,daily_cases,population,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,mandates_mean,mandates_upper,mandates_lower,cumulative_all_vaccinated,cumulative_all_fully_vaccinated,cumulative_all_effectively_vaccinated,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax,all_bed_capacity,icu_bed_capacity,infection_fatality,infection_detection,infection_hospitalization,mask_use_mean,mobility_mean
536,1/11/2022,reference,Illinois,136245.23,177258.11,110435.58,41147.17,33231.6,49687,12026241.94,10965873.54,13234745.13,154.38,124.67,186.43,120.1,120.09,120.1,32009.92,32006.92,32013.67,30544.17,30544.17,30544.17,0.87,0.81,0.95,4738266.632,4080468.705,5440627.319,6781766.633,6380834.048,7265882.113,93131.6285,75483.97136,121100.2587,28899.32822,23641.61585,37181.4358,41144.91,181.25,2488422,156314.57,32008,141,28101,13042506.72,1.079,0,0.6286,1,0.0556,0.0556,0.0556,10815206.21,10042749,8844002.286,7250.56,7509.07,7037.04,1153.03,1194.14,1119.07,909.96,909.96,909.96,618.6604322,621.0310089,615.1107883,146.8798809,153.8366535,139.6445281,36072,2910,0.0015,0.1677,0.005,0.1938,-22.1346
536,1/12/2022,reference,Illinois,130311.55,172964.71,103040.05,41306.58,33360.34,49879.5,12156553.49,11083282.02,13394634.8,159.41,128.74,192.51,124.01,124.01,124.02,32133.93,32130.93,32137.68,29408.94,29408.94,29408.94,0.85,0.77,0.95,4827468.959,4160459.263,5550003.31,6809103.096,6406973.824,7299973.845,89202.32745,70511.77273,118325.3175,27336.46317,21866.73963,35838.4801,41355.73,210.81,2522975,157319.57,32172,164,34553,13042506.72,1.0804,0,0.6293,1,0.0556,0.0556,0.0556,10835694.21,10061788,8852683.762,7235.49,7509.54,7019.63,1156.55,1200.35,1122.04,898.03,898.03,898.03,609.7242564,611.9628257,606.1490966,143.4827884,150.2624381,136.1102641,36072,2910,0.0015,0.1626,0.005,0.2007,-22.2936
536,1/13/2022,reference,Illinois,123098.92,166806.98,95817.37,41464.49,33487.86,50070.2,12279652.42,11196234.72,13545518.89,157.91,127.52,190.7,122.85,122.84,122.85,32256.78,32253.77,32260.53,29035.9,29035.9,29035.91,0.82,0.72,0.93,4911779.738,4237481.883,5653256.79,6834717.7,6431485.056,7332670.641,84310.77846,65609.14978,114163.9743,25614.60422,20182.27551,34243.16606,41557.54,201.82,2560013,158217.57,32329,157,37038,13042506.72,1.0818,0,0.629,1,0.0556,0.0556,0.0556,10847251.21,10072528,8862370.281,7191.45,7482.4,6971.19,1151.86,1198.46,1116.58,880.96,880.96,880.96,597.2921549,599.3719548,593.851706,139.316156,146.1272418,131.879213,36072,2910,0.0014,0.1628,0.0049,0.2069,-22.2885
536,1/14/2022,reference,Illinois,115206.51,162452.93,88882.74,41620.9,33614.18,50259.08,12394858.93,11303440.85,13688467.63,156.41,126.31,188.88,121.68,121.67,121.68,32378.46,32375.44,32382.22,28662.87,28662.87,28662.87,0.78,0.67,0.92,4990722.078,4310656.514,5751109.288,6858499.301,6454753.029,7363888.527,78942.34009,60929.25973,111183.0755,23781.60104,18508.66086,32972.07743,41788.93,231.38,2589648,159135.57,32509,180,29635,13042506.72,1.0833,0,0.6279,1,0.0556,0.0556,0.0556,10868086.21,10091889,8886156.876,7131.45,7447.29,6899.49,1144.92,1195.62,1107.68,861.17,861.17,861.17,583.0887231,585.2730531,579.7439567,134.7026761,141.4797148,127.4902702,36072,2910,0.0013,0.1637,0.0049,0.2123,-22.1732
536,1/15/2022,reference,Illinois,107136.58,151569.21,82273.62,41769.91,33734.51,50439.02,12501995.51,11403063,13823065.4,149.01,120.33,179.94,115.92,115.91,115.92,32494.37,32491.35,32498.14,28135.98,28135.98,28135.98,0.75,0.62,0.87,5064271.42,4378764.625,5847827.558,6880333.394,6476357.899,7393061.5,73549.34254,56505.98368,103922.5632,21834.09302,17047.8854,30303.71952,41876.98,88.05,2612983.75,160005.57,32577.5,68.5,23335.75,13042506.72,1.084,0,0.6272,1,0.0556,0.0556,0.0556,10891936.21,10114052,8912065.64,7056.4,7395.99,6815.66,1132.68,1187.19,1094.04,844.46,844.46,844.46,570.9682443,573.2530929,567.4504448,130.6396424,137.1341911,123.9659793,36072,2910,0.0012,0.164,0.0049,0.2171,-21.9969
536,1/16/2022,reference,Illinois,99499.18,139365.42,77591.84,41918.13,33854.21,50618.02,12601494.69,11495653.61,13948140.05,148.22,119.7,179,115.31,115.31,115.31,32609.68,32606.66,32613.45,27219.53,27219.53,27219.53,0.71,0.58,0.82,5132745.71,4442204.344,5947176.804,6900310.112,6496155.21,7419461.378,68474.28988,53426.10826,95768.20271,19976.71813,15877.21141,27430.33816,41965.03,88.05,2636319.5,160685.57,32646,68.5,23335.75,13042506.72,1.0844,0,0.6258,1,0.0556,0.0556,0.0556,10915830.21,10136256,8938505.466,6956.53,7318.18,6705.85,1116.09,1174.11,1075.87,817.1,817.1,817.1,551.5547726,553.9428048,547.628072,125.1506593,131.1196507,119.1677971,36072,2910,0.0011,0.1622,0.0049,0.2213,-21.7957
536,1/17/2022,reference,Illinois,92825,128527,73413.55,42079.76,33984.74,50813.21,12694319.68,11582298.85,14064342.98,161.63,130.53,195.19,125.74,125.73,125.74,32735.42,32732.39,32739.2,25658.74,25658.74,25658.74,0.69,0.57,0.78,5196790.494,4501721.288,6039706.415,6918661.393,6514346.469,7443284,64044.78392,50668.38732,88526.18258,18351.28113,14795.05156,24794.10797,42053.09,88.05,2659655.25,161392.57,32714.5,68.5,23335.75,13042506.72,1.0853,0,0.6247,1,0.0556,0.0556,0.0556,10939050.21,10157832,8965272.627,6822.51,7202.11,6562.17,1099.59,1160.77,1057.63,782.74,782.74,782.74,527.3458338,529.7942836,523.0339983,118.8325763,124.1946142,113.3479656,36072,2910,0.0012,0.1571,0.0048,0.2249,-21.5814
536,1/18/2022,reference,Illinois,87019.87,117329.99,69145.06,42247.55,34120.23,51015.82,12781339.56,11663135.74,14176424.05,167.78,135.49,202.62,130.52,130.52,130.53,32865.94,32862.91,32869.73,25462.24,25462.24,25462.24,0.68,0.56,0.76,5256984.684,4557683.429,6126237.229,6935598.268,6531081.777,7464916.576,60194.18979,47846.84695,81006.91888,16936.87406,13666.71505,22246.12466,42141.14,88.05,2682991,162165.57,32783,68.5,23335.75,13042506.72,1.0862,0,0.6232,1,0.0556,0.0556,0.0556,10964076.21,10181089,8993662.066,6661.7,7050.87,6397.51,1079.52,1142.59,1036.71,749.67,749.67,749.67,504.0179183,506.7149225,499.6947754,112.8931283,117.8558755,107.452351,36072,2910,0.0012,0.1607,0.0047,0.2282,-21.3519
536,1/19/2022,reference,Illinois,81864.41,108019.42,65229.19,42418.1,34257.96,51221.78,12863203.97,11739756.37,14293499.59,170.55,137.73,205.96,132.68,132.67,132.68,32998.62,32995.59,33002.41,26121.12,26121.12,26121.12,0.68,0.56,0.77,5313754.049,4610914.128,6207231.478,6951287.779,6545209.175,7484634.664,56769.36488,45253.7701,74748.34867,15689.51162,12651.36418,20150.78059,42434.23,293.08,2709479,162907.57,33011,228,26488,13042506.72,1.0872,0,0.6221,1,0.0556,0.0556,0.0556,10982000.21,10197745,9012658.336,6461.31,6849.56,6200.77,1053.09,1116.36,1010.62,713.89,713.89,713.89,478.9424861,481.6259019,474.8164312,106.6430365,111.4734323,101.1674396,36072,2910,0.0012,0.1695,0.0046,0.231,-21.1132
536,1/20/2022,reference,Illinois,77296.66,100555.07,61304.63,42596.94,34402.39,51437.76,12940500.62,11812903.25,14403568.72,178.85,144.43,215.98,139.13,139.13,139.14,33137.75,33134.71,33141.54,25862.44,25862.44,25862.44,0.69,0.56,0.78,5367429.233,4661807.47,6283466.31,6965936.479,6557517.414,7503114.54,53675.18427,42622.09941,69663.69098,14648.69981,11732.51499,18537.48928,42741.45,307.22,2732731,163587.57,33250,239,23252,13042506.72,1.0881,0,0.621,1,0.0556,0.0556,0.0556,10991679.21,10206738,9022824.429,6230.23,6606.11,5977.82,1022.61,1084.31,981.18,682.89,682.89,682.89,457.212367,459.6454444,453.2368453,101.1256778,105.9831167,95.64876716,36072,2910,0.0012,0.1719,0.0045,0.2336,-20.88
536,1/21/2022,reference,Illinois,73089.26,93657.54,57915.98,42784.08,34553.52,51663.76,13013589.88,11882494.18,14507338.38,187.14,151.13,225.99,145.58,145.58,145.59,33283.33,33280.29,33287.13,25603.76,25603.76,25603.76,0.7,0.56,0.79,5418210.492,4710257.345,6355362.452,6979673.631,6569242.316,7520326.238,50781.25891,40290.49704,64907.49434,13737.15217,10985.94668,17117.30665,42953.55,212.1,2773401,164260.57,33415,165,40670,13042506.72,1.089,0,0.6198,1,0.0556,0.0556,0.0556,11010275.21,10224020,9046255.029,5975.42,6328.62,5733.5,991.3,1049.89,951.17,653.82,653.82,653.82,436.9531946,439.5156801,432.9612975,95.85542561,100.665572,90.4996987,36072,2910,0.0012,0.1738,0.0044,0.2359,-20.6736
536,1/22/2022,reference,Illinois,69079.17,86918.8,54803.15,42984.51,34715.37,51905.79,13082669.05,11948637.12,14605093.66,200.42,161.85,242.04,155.92,155.91,155.92,33439.25,33436.2,33443.06,24779.08,24779.08,24779.08,0.71,0.56,0.8,5466284.256,4753442.207,6423187.309,6992494.064,6580262.168,7536245.414,48073.76376,38190.92608,60323.50014,12820.43292,10303.34236,15733.90562,43099.66,146.11,2794926,164874.57,33528.67,113.67,21525,13042506.72,1.0894,0,0.6179,1,0.0556,0.0556,0.0556,11029223.21,10241627,9070194.945,5706.42,6031.93,5477.35,956.96,1011.55,918.54,627.24,627.24,627.24,418.4956688,421.1059456,414.4269581,90.95633347,95.66022667,85.75232336,36072,2910,0.0012,0.1715,0.0043,0.2381,-20.519
536,1/23/2022,reference,Illinois,65318.49,81256.66,51643.75,43187.92,34879.64,52151.43,13147987.54,12011417.31,14697156.39,203.41,164.26,245.64,158.24,158.23,158.24,33597.49,33594.44,33601.3,23317.6,23317.6,23317.6,0.72,0.58,0.8,5511833.825,4791842.882,6487177.931,7004443.644,6590499.841,7550969.728,45549.56898,36056.99376,56547.68649,11949.5796,9550.597733,14503.73217,43245.78,146.11,2816451,165376.57,33642.33,113.67,21525,13042506.72,1.0896,0,0.6159,1,0.0556,0.0556,0.0556,11047923.21,10259004,9094769.106,5457.63,5755.89,5237.65,916.85,966.96,879.9,604.39,604.39,604.39,402.5606589,405.2070951,398.3268963,86.70130206,91.22376036,81.84151578,36072,2910,0.0012,0.1648,0.0043,0.2403,-20.433
536,1/24/2022,reference,Illinois,61776.46,76507.89,48785.72,43381.13,35035.67,52384.76,13209764,12070947.91,14783942.76,193.22,156.03,233.33,150.31,150.31,150.31,33747.8,33744.74,33751.61,21920.74,21920.74,21920.74,0.72,0.61,0.8,5555003.769,4828318.852,6547613.205,7015579.438,6599992.501,7564659.336,43169.94382,34135.48078,53345.59799,11135.79433,8891.832441,13541.48519,43391.89,146.11,2837976,165854.57,33756,113.67,21525,13042506.72,1.09,0,0.6141,1,0.0556,0.0556,0.0556,11066894.21,10276633,9119587.47,5212.7,5483.51,5000.09,878.92,924.58,843.07,577.17,577.17,577.17,383.7510585,386.4444223,379.4373515,81.95185747,86.2022252,77.40425693,36072,2910,0.0011,0.1592,0.0042,0.2424,-20.4093
536,1/25/2022,reference,Illinois,58372.31,72210.28,45863.49,43567.83,35186.44,52610.22,13268136.31,12127287.12,14865488.74,186.7,150.77,225.46,145.24,145.23,145.24,33893.04,33889.98,33896.86,19487.24,19487.24,19487.24,0.72,0.63,0.8,5595885.023,4862874.256,6604511.27,7025940.204,6608788.956,7577411.277,40881.254,32163.42602,50506.1951,10360.76573,8233.902343,12741.55495,43607.85,215.96,2851577,166484.57,33924,168,13601,13042506.72,1.0904,0,0.6126,1,0.0556,0.0556,0.0556,11087995.21,10296241,9146748.758,4981.66,5230.88,4777.12,840.96,883.03,806.43,550.6,550.6,550.6,365.4664191,368.1409072,361.331467,77.359313,81.35220727,72.78596982,36072,2910,0.001,0.147,0.0042,0.2445,-20.4303
536,1/26/2022,reference,Illinois,55129.01,68270.39,43146.25,43749.14,35332.86,52829.17,13323265.32,12180606.46,14941344.41,181.31,146.42,218.95,141.05,141.04,141.05,34034.08,34031.02,34037.91,16713.36,16713.36,16713.36,0.72,0.64,0.8,5634582.154,4895590.172,6655590.117,7035572.455,6617049.651,7589184.186,38697.13115,30336.7556,47960.96253,9632.251253,7660.203934,11887.69489,43814.81,206.96,2867339,167049.57,34085,161,15762,13042506.72,1.0908,0,0.6107,1,0.0556,0.0556,0.0556,11103889.21,10311011,9164441.2,4758.76,4994.73,4561.27,803.6,843.45,770.25,527.67,527.67,527.67,349.7193651,352.242821,345.7640182,73.32220889,77.17826383,68.61711047,36072,2910,0.001,0.1328,0.0042,0.2466,-20.4857
536,1/27/2022,reference,Illinois,52212.89,64049.6,40929.73,43924.63,35474.58,53041.1,13375478.21,12231690.52,15011628.75,175.49,141.72,211.93,136.52,136.52,136.53,34170.61,34167.54,34174.44,14771.17,14771.17,14771.17,0.73,0.64,0.82,5671277.633,4926753.273,6702032.727,7044591.287,6624972.382,7600000.186,36695.47944,28796.56973,45048.64904,9018.832439,7120.126897,10995.23289,44065.47,250.66,2881761,167525.57,34280,195,14422,13042506.72,1.0912,0,0.6089,1,0.0556,0.0556,0.0556,11112396.21,10318916,9174535.355,4556.65,4778.59,4364.6,772.01,809.61,739.47,506.6,506.6,506.6,335.3280142,337.729245,331.5671884,69.56792089,73.4962332,64.77960633,36072,2910,0.001,0.1251,0.0043,0.2488,-20.5779
536,1/28/2022,reference,Illinois,49740.48,60528.43,38826.73,44094.31,35611.61,53246.01,13425218.69,12280229.24,15077354.6,169.68,137.03,204.91,132,132,132.01,34302.61,34299.53,34306.44,12828.98,12828.98,12828.98,0.73,0.64,0.84,5706251.46,4956621.806,6745517.066,7053112.313,6632649.629,7610007.422,34973.82662,27327.72588,42570.9472,8521.025939,6665.906973,10373.90683,44242.86,177.39,2897192,168030.57,34418,138,15431,13042506.72,1.0916,0,0.6069,1,0.0556,0.0556,0.0556,11128593.21,10333968,9194487.738,4380.92,4591.64,4190.17,746.3,782.2,713.81,488.6,488.6,488.6,323.1336754,325.5762138,319.4613569,66.19384103,70.12067909,61.42740441,36072,2910,9.00E-04,0.1166,0.0044,0.2509,-20.7185
536,1/29/2022,reference,Illinois,47494.78,58580.96,36679.15,44260.63,35745.92,53446.85,13472713.47,12321284.95,15139482.95,166.31,134.31,200.84,129.38,129.38,129.39,34431.99,34428.91,34435.83,11505.32,11505.32,11505.32,0.74,0.64,0.85,5739689.189,4985587.114,6786433.658,7061151.78,6640040.014,7619260.64,33437.72917,25850.19982,41225.45508,8039.466971,6218.309324,9939.875334,44348.27,105.41,2905121.67,168491.57,34500,82,7929.67,13042506.72,1.0918,0,0.6046,1,0.0556,0.0556,0.0556,11144259.21,10348525,9216697.888,4216.96,4420.06,4026.16,724.24,759.12,691.47,468.67,468.67,468.67,309.7934159,312.2397789,306.1496787,62.55418821,66.37109358,57.96552411,36072,2910,9.00E-04,0.1127,0.0046,0.253,-20.9158
536,1/30/2022,reference,Illinois,45292.86,55793.58,34433.32,44422.07,35876.29,53641.82,13518006.34,12360940.88,15198849.05,161.45,130.38,194.96,125.6,125.59,125.6,34557.58,34554.5,34561.43,10703.39,10703.39,10703.39,0.75,0.64,0.86,5771633.364,5013617.327,6825057.946,7068709.722,6647035.823,7627884.803,31944.17514,24324.34596,39342.59621,7557.941788,5753.10061,9410.78739,44453.68,105.41,2913051.33,168851.57,34582,82,7929.67,13042506.72,1.0918,0,0.6018,1,0.0556,0.0556,0.0556,11152451.21,10356138,9239048.513,4046.66,4240.21,3858.24,698.84,732.26,666.3,444.6,444.6,444.6,293.7447457,296.2099447,290.0772427,58.47008067,62.0523549,54.3208098,36072,2910,9.00E-04,0.1125,0.0047,0.2551,-21.1598
536,1/31/2022,reference,Illinois,43075.48,53430.04,32046.52,44570.34,35996.03,53820.87,13561081.81,12398637.8,15256079.7,148.27,119.74,179.05,115.35,115.34,115.35,34672.93,34669.84,34676.78,9883.35,9883.35,9883.35,0.75,0.63,0.88,5802071.221,5040316.824,6861876.589,7075790.272,6653562.713,7636036.111,30437.85733,22652.65683,37750.87689,7080.550262,5226.627682,8837.701575,44559.09,105.41,2920981,169219.57,34664,82,7929.67,13042506.72,1.0917,0,0.5984,1,0.0556,0.0556,0.0556,11162991.21,10365933,9261165.685,3868.31,4057.1,3685.49,669.64,702.32,637.99,424.1,424.1,424.1,280.0282738,282.5298312,276.2216022,55.01948353,58.31646482,51.34427942,36072,2910,9.00E-04,0.111,0.0048,0.2574,-21.4016
536,2/1/2022,reference,Illinois,40598.45,51624.8,29428.25,44706.31,36105.84,53985.07,13601680.26,12434241.07,15311237.52,135.97,109.8,164.19,105.77,105.77,105.78,34778.7,34775.61,34782.56,9069.92,9069.92,9069.92,0.75,0.63,0.88,5830814.974,5065585.97,6897103.311,7082360.455,6659561.786,7643730.064,28743.75273,20791.12424,36559.21104,6570.182672,4694.946023,8382.157174,44768.62,209.53,2929646,169680.57,34827,163,8665,13042506.72,1.0916,0,0.595,1,0.0556,0.0556,0.0556,11178427.21,10380276,9286855.324,3688.91,3875.79,3512.79,640.25,672.69,609.69,403.74,403.74,403.74,266.4054305,268.8869622,262.5066625,51.7041625,54.69397775,48.22187297,36072,2910,8.00E-04,0.1083,0.0048,0.2597,-21.5559
